task_id,representation,dsl_design,replicate,model,model_revision,temperature,seed,artifact_hash,parse_success,compile_success,runtime_success,unsupported,support_status,hidden_traces_tested,positive_traces,negative_traces,false_accepts,false_rejects,total_mismatches,first_attempt_correct,failure_category,failure_detail,exact_equivalence_checked,exact_equivalence_result,system_prompt_hash,user_prompt_hash,response_hash
audit_01,a2a,design_a,6,llama3.2:3b,a80c4f17acd5,0.7,20261206,f260abf48e3e55e9afd8cc3f8fcc83a48dfd8ae4dc608d89aeeb5b20be9e6886,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: expected '(' to start a task construct at line 1, column 1",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,4a1f874671080883941656ad2856d196b6c757194d33b62cb5bbb9e296f61dc4,d3e9b7ca347848ad35b8e6d3f82cc1584000c9a25f6f1f050edecc8b3db79438
audit_01,a2a,design_a,7,llama3.2:3b,a80c4f17acd5,0.7,20261207,b758d7384ae37b76073873c0fc4d89e4b59339fe02b629050ea7a1dcda723048,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: expected '(' to start a task construct at line 1, column 1",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,4a1f874671080883941656ad2856d196b6c757194d33b62cb5bbb9e296f61dc4,d055b25a35a19b27009307580c22577604413ca017a10884951b6473d9da05ba
audit_01,a2a,design_a,8,llama3.2:3b,a80c4f17acd5,0.7,20261208,178c4e2dcefd8050b7fe5b7d70336d823df3fa0267721c93ba6cebe4474a19e7,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: expected '(' to start a task construct at line 1, column 1",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,4a1f874671080883941656ad2856d196b6c757194d33b62cb5bbb9e296f61dc4,82db38b9a5881009201b71630348f9647c24dffa51781a896b61bd466482297d
audit_01,a2a,design_a,9,llama3.2:3b,a80c4f17acd5,0.7,20261209,0908981bd6072e4ab8716850be82cec253e43565eec983539bc5fc9d022e3ea6,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: expected '(' to start a task construct at line 1, column 1",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,4a1f874671080883941656ad2856d196b6c757194d33b62cb5bbb9e296f61dc4,5d75170f5990a95a43033b74ba0464692e4ce80a598b0c23f12cd973c7a34845
audit_01,a2b,design_b,0,llama3.2:3b,a80c4f17acd5,0.7,20261300,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,1,llama3.2:3b,a80c4f17acd5,0.7,20261301,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,2,llama3.2:3b,a80c4f17acd5,0.7,20261302,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,3,llama3.2:3b,a80c4f17acd5,0.7,20261303,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,4,llama3.2:3b,a80c4f17acd5,0.7,20261304,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,5,llama3.2:3b,a80c4f17acd5,0.7,20261305,aae69da7fe2928f311b73e8514b48e7904f95bc36cc3b5c97edc975008e8d9b7,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,DSLSyntaxError: unexpected text at character 0: '# train_01.task',False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,82f545e05181f983e9401fde4cf1271d315c710e6d2c67ba15241877ff5ad584
audit_01,a2b,design_b,6,llama3.2:3b,a80c4f17acd5,0.7,20261306,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,7,llama3.2:3b,a80c4f17acd5,0.7,20261307,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,8,llama3.2:3b,a80c4f17acd5,0.7,20261308,72a2bde16875413d952364a2dbb0260e0508b444f738f69170140265ac8cd594,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,b3042c24821aafe67db234d65156a900e073e1545c11e86fa69ab258ffc3faea
audit_01,a2b,design_b,9,llama3.2:3b,a80c4f17acd5,0.7,20261309,c7237a4c561da3db6538cd20d8e529dc258242880aeed46689019b7681df93a1,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLSyntaxError: unexpected text at character 77: '(source=""seen A""'",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,9e813e346bd29dd39c2a609a1223d0aab28ad269c9b123976b54ec281afc4f99,7c85f1cb86c63f56676bb6e6ba374c8fc186dcf2a7b8236235bc12ece3a5fc53
audit_01,a2c,design_c,0,llama3.2:3b,a80c4f17acd5,0.7,20261400,c78339cfadf8b38c599e868a761d02964c449b4d1a27f5f860d1577b23c267e0,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character ':' at line 1, column 23",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,4d24e9d6ab0182b5867b5880dfe8811ed344fa95e980b4dbf521a61c930ac5e2
audit_01,a2c,design_c,1,llama3.2:3b,a80c4f17acd5,0.7,20261401,4c1aee94803bdc3f26f34e5700bfcfb211dfc683f7be734238bf0f9b638fd137,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character '{' at line 1, column 1",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,b3a8dd766bcd763649c9e70872b451126c1eef56a6b9e659e90f265a3a616b9a
audit_01,a2c,design_c,2,llama3.2:3b,a80c4f17acd5,0.7,20261402,95de8c7f61221eb7e3919f1894472415c04d8383eeebc882b43487f340b459a7,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character ':' at line 1, column 5",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,05ef8c703e7719ec85c4788dfa182ef0b044daabe3bdae104778012ac311f733
audit_01,a2c,design_c,3,llama3.2:3b,a80c4f17acd5,0.7,20261403,c6ab7c574d42dec647d0acb13b3182799eec6aee98c7ab4fe1923b7214e37622,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character '=' at line 3, column 6",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,cd0b5e923fed9fc468743ee55686129bbe69403195d979a580e26ece763199e4
audit_01,a2c,design_c,4,llama3.2:3b,a80c4f17acd5,0.7,20261404,e90dc97ff1b6e0bd6ff9ee5d936167e50412b96aefc030049260207222d091ce,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character '=' at line 3, column 6",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,daaabc5569c9a260802f417b335fd6adf460a3580129743d984def5ddf0e244a
audit_01,a2c,design_c,5,llama3.2:3b,a80c4f17acd5,0.7,20261405,a6e5717197bbba2890b8bb76b3bb4cff83309515495c46f981f7daf8cbc534da,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character '=' at line 1, column 6",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,0161cb492eb1b1d226d9104962962dd0579268c8dc957dc0abd17dac0726edea
audit_01,a2c,design_c,6,llama3.2:3b,a80c4f17acd5,0.7,20261406,a0b0648a3b742d5177e803e6fd5b54ae8d0107dbf9e25eaa9cfc0efb211e182c,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character '=' at line 3, column 6",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,57eb558e916f8e4a45ec8aae80348a69e7df8bd96d37fd47fe07abe7152aaf98
audit_01,a2c,design_c,7,llama3.2:3b,a80c4f17acd5,0.7,20261407,1696ff376000525acb11d3b2eb621032dd89e40f2930de2e4121054ccb7891e0,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,60f3d8d5fee2f072ed98968091d7235e4a45c4496e6d2beeb0b6aa4befedda2c
audit_01,a2c,design_c,8,llama3.2:3b,a80c4f17acd5,0.7,20261408,424e8a3ea298630933039b4a9b9da78388c27df461d97f0c5251c130bae04a24,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"DSLParseError: unexpected character '{' at line 1, column 1",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,c8d11801b555bc6dbeb1feb710bbe9f4564bf2eedf4d7e033a73053d6f8db038
audit_01,a2c,design_c,9,llama3.2:3b,a80c4f17acd5,0.7,20261409,1696ff376000525acb11d3b2eb621032dd89e40f2930de2e4121054ccb7891e0,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,0c642d40b1213adaa65e785697a9d00fe97ea330af6fd143ac289bcc02ecd459,010577de8904d8a47822e312bc978ee0aa1e5bd75ec51563d70b6851cb49f970
audit_01,a3,,0,llama3.2:3b,a80c4f17acd5,0.7,20261500,4935bcf5e5c6459431beadf39051e07ce7226b57b757126602e96d56fd9e353a,True,False,False,False,attempted,0,0,0,0,0,0,False,runtime error,ValueError: Invalid proposition set,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,43ac587998ed5cd6d7f15932206537e0669bf9cce3bee059c391874f9d301776
audit_01,a3,,1,llama3.2:3b,a80c4f17acd5,0.7,20261501,827c509d870932973f8b5a18a7b92efd17782aa384a988f92c6757fb29d2bc4e,True,True,True,False,attempted,4500,2734,1766,0,2734,2734,False,other semantic error,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,abb4cd5614f56a15fae296c4f41fb652804d130005345b849dfa7e0159fb1fa9
audit_01,a3,,2,llama3.2:3b,a80c4f17acd5,0.7,20261502,c90794bac12ab0f8d86c520df9c67bbba1cb131ddc1ac8b1056690386e1e1e0e,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,b4a6dc2ed4ee756e7889ea3a163f33169607b44cb5d57cb5958eeca81fb19d90
audit_01,a3,,3,llama3.2:3b,a80c4f17acd5,0.7,20261503,1cf37c86f955b8f741cf2137b12bbc60ce86b47c8d18c1dfb4c75c688fcf663b,True,True,True,False,attempted,4500,2734,1766,0,0,0,True,none,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,ec06d01ca9ec51178af543c673c6f33ab49b2a6cec4a5b237fdaa65401a44fb4
audit_01,a3,,4,llama3.2:3b,a80c4f17acd5,0.7,20261504,10ee317b4a59ec2f740dabb1a0482b199ede819b993fa71736977166d79a383e,True,True,True,False,attempted,4500,2734,1766,0,2734,2734,False,other semantic error,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,f8ee4f69132225ddbda23639232d7cf90508f4dd0c88d5f36202e3bf4b33792d
audit_01,a3,,5,llama3.2:3b,a80c4f17acd5,0.7,20261505,3ff5d883611b058de3cee72fea12394dea1ff286779ae5731a42e6f8459dea33,True,True,True,False,attempted,4500,2734,1766,0,1234,1234,False,other semantic error,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,758493a6db1f46c3e1bc0e8e557d22d7eb0372aab675c3ec7982823356527b3e
audit_01,a3,,6,llama3.2:3b,a80c4f17acd5,0.7,20261506,bde49a6eca359c021c08bd8e7c98ea9c3d2cbf2c7de25c26406f5a74e7673717,True,True,True,False,attempted,4500,2734,1766,0,2734,2734,False,other semantic error,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,e40a2aeaca683953d6059c69461a084be43a0ba22489db99a1e9c2dc80b1f5a3
audit_01,a3,,7,llama3.2:3b,a80c4f17acd5,0.7,20261507,2a1282d5de578144fdf3ed24baf694267459a10249806ff1bdbf5f6ea42b6369,True,True,True,False,attempted,4500,2734,1766,1766,0,1766,False,other semantic error,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,dd0bffb713b07ccefdf8d4aab6e868786f43ffbeea5ee4dff93fc35dde7a04ff
audit_01,a3,,8,llama3.2:3b,a80c4f17acd5,0.7,20261508,4190c3ae0935adc6c1b42798572dbdb1bf97d13d68b3bd088f524db9dffee208,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,"SyntaxError: invalid syntax (<unknown>, line 4)",False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,df5636eb443d611c98574bff85d430c87558b203a1e81b7f771eab1de180d327
audit_01,a3,,9,llama3.2:3b,a80c4f17acd5,0.7,20261509,27e5353c419a4609616d9953ac354dfd4775f62bd85a4c6fbbb2234df1a4e049,True,True,True,False,attempted,4500,2734,1766,0,2190,2190,False,other semantic error,,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,bf2758a35cf4612f47446e7b13f35dc9cb78f386bb13a179d3dc8004724c8e8d,c8e7b6971b8d2a25cc96ed515ff331f666cde4cfb1f6718f3e6a1b941d1b5a3f
audit_02,a1,,0,llama3.2:3b,a80c4f17acd5,0.7,20262100,8180854fe6b0afcb3a642bacb298f8695a50d95581c64fbd1a88f9add268f580,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,FormulaSyntaxError: unexpected character at offset 4,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,f3a5b196c9be48ce6d678e3688b5d0c8571eb00dc596cd931b7bd07399e0d3b0,0f9b04f8bf706fa65d901d9458b6e903534b893ced1038b7013e128c0b4af552
audit_02,a1,,1,llama3.2:3b,a80c4f17acd5,0.7,20262101,c4c118f49fcc972e60d37eb3c2f5e4845d63890dd14cfa3341e012fe22ad7266,False,False,False,False,attempted,0,0,0,0,0,0,False,syntax failure,FormulaSyntaxError: unexpected character at offset 0,False,,de9dde5047bc260205e352e0e57d5de9ee53d16141b8bee7b2874204604194b3,f3a5b196c9be48ce6d678e3688b5d0c8571eb00dc596cd931b7bd07399e0d3b0,93bbfdc2f3f4453aadf1b1cf0579a3db94f2fd2ea8a6e83fda493c63e553c2ec
